experiment_kind,domain,protocol,scenario,repeat,checkpoint,fact_id,commit,path,expected_version,expected_epoch,dense_versions,sparse_versions,answer_label,snapshot_correct,current_correct,latency_ms
answer,flask,cross_naive,,0,sparse_inserted,7,7bf3be8dfa5832ef03a3fd8f07f6736e770440e4,docs/server.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.030603751540184
answer,flask,cross_naive,,0,sparse_inserted,8,c7a53888a1a514619b0611fd8b7928592f4ed612,docs/web-security.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.7821045368909836
answer,flask,cross_naive,,0,sparse_inserted,9,be6ec06894b55b1b5a360ce3f8178c7963332ccd,docs/deploying/asgi.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.116714768111706
answer,flask,cross_naive,,0,sparse_inserted,10,aa6d4c3e92bd11a7d449f49f524e54bbb88b89c0,docs/patterns/appdispatch.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.1257960945367813
answer,flask,cross_naive,,0,sparse_inserted,11,6b9acd565cded9c805760037b69754c11749c830,docs/patterns/packages.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.031688742339611
answer,flask,cross_naive,,0,sparse_inserted,12,83d777bebfb3031de51d458b47d06e8e612f3a3d,docs/index.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.978186123073101
answer,flask,cross_naive,,0,sparse_inserted,13,2e8fe7b2f2b541a60c90c625446647b22c5cacc2,docs/extensiondev.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.0024126172065735
answer,flask,cross_naive,,0,sparse_inserted,14,0bc6be604d465406c5909b13162e7097ab0ea2f8,docs/installation.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.9185451567173004
answer,flask,cross_naive,,0,sparse_inserted,15,9c02f07f9bb4c88207c2a6860742c452c35d2948,docs/security.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.8582261875271797
answer,flask,cross_naive,,0,sparse_inserted,16,dca8cf013b2c0086539697ae6e4515a1c819092c,docs/patterns/celery.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.1011290848255157
answer,flask,cross_naive,,0,sparse_inserted,17,8f13f5b6d672f1ba434f9c8ebe2c1b1dd385962e,docs/cli.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.1461920589208603
answer,flask,cross_naive,,0,sparse_inserted,18,4c08e3a2ba3d42fbee63577bceedfe325f51b81d,docs/cli.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.896309830248356
answer,flask,cross_naive,,0,sparse_inserted,19,6751f68560bfa7c51133d2712830645ed551ace8,docs/async-await.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.0605215579271317
answer,flask,cross_naive,,0,sparse_inserted,20,b46bfcfa63e3c7b32b66dd4870f1c8c17fe1cb46,docs/extensiondev.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.0110161751508713
answer,flask,cross_naive,,0,sparse_inserted,21,46433e9807a1c960d6b2bb0e125cf16a90167d97,docs/patterns/streaming.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,2.765463665127754
answer,flask,cross_naive,,0,sparse_inserted,22,2ea77c278282f04a8a18c3ced88ef1e048f8ed4a,docs/async-await.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.0548814684152603
answer,flask,cross_naive,,0,sparse_inserted,23,2f3c87dcb8492f082a2f3ece444773d9db30171b,docs/patterns/index.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.0221613124012947
answer,flask,cross_naive,,0,sparse_inserted,24,bab5a65e6eaee20ac1706fc9439ee538f59e652f,docs/views.rst,2,0,1;2,1;2,AMBIGUOUS,0,0,3.107694908976555
answer,flask,cross_naive,,0,dense_old_deleted,0,ac5664d2281533eacafd64f5cc7d5edcdaccab60,docs/async-await.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.23410052806139
answer,flask,cross_naive,,0,dense_old_deleted,1,c2705ffd9ce1dc8476cb29eaf5ff5d4c719852d9,docs/appcontext.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.059031441807747
answer,flask,cross_naive,,0,dense_old_deleted,2,edebd3704437f19b5b137eaffe97130fe817d144,docs/templating.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.0334796756505966
answer,flask,cross_naive,,0,dense_old_deleted,3,d8259eb11900285af9b80b0fa47f841174c054e3,docs/design.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.0519068241119385
answer,flask,cross_naive,,0,dense_old_deleted,4,ff64079a516c269f171ababf3d92b86886a62ffd,docs/web-security.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.988075837492943
answer,flask,cross_naive,,0,dense_old_deleted,5,85cc71046475f9cb3efd17d496356795961249f9,docs/index.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.5075843334198
answer,flask,cross_naive,,0,dense_old_deleted,6,a758915893352f5986c6ee101cdf7e3b7a64fa28,docs/index.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.5676006227731705
answer,flask,cross_naive,,0,dense_old_deleted,7,7bf3be8dfa5832ef03a3fd8f07f6736e770440e4,docs/server.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.2371077686548233
answer,flask,cross_naive,,0,dense_old_deleted,8,c7a53888a1a514619b0611fd8b7928592f4ed612,docs/web-security.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.1770579516887665
answer,flask,cross_naive,,0,dense_old_deleted,9,be6ec06894b55b1b5a360ce3f8178c7963332ccd,docs/deploying/asgi.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.08337714523077
answer,flask,cross_naive,,0,dense_old_deleted,10,aa6d4c3e92bd11a7d449f49f524e54bbb88b89c0,docs/patterns/appdispatch.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.9760198667645454
answer,flask,cross_naive,,0,dense_old_deleted,11,6b9acd565cded9c805760037b69754c11749c830,docs/patterns/packages.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.0069993808865547
answer,flask,cross_naive,,0,dense_old_deleted,12,83d777bebfb3031de51d458b47d06e8e612f3a3d,docs/index.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.000696189701557
answer,flask,cross_naive,,0,dense_old_deleted,13,2e8fe7b2f2b541a60c90c625446647b22c5cacc2,docs/extensiondev.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.1011514365673065
answer,flask,cross_naive,,0,dense_old_deleted,14,0bc6be604d465406c5909b13162e7097ab0ea2f8,docs/installation.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.058493137359619
answer,flask,cross_naive,,0,dense_old_deleted,15,9c02f07f9bb4c88207c2a6860742c452c35d2948,docs/security.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.8980402275919914
answer,flask,cross_naive,,0,dense_old_deleted,16,dca8cf013b2c0086539697ae6e4515a1c819092c,docs/patterns/celery.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.9631461948156357
answer,flask,cross_naive,,0,dense_old_deleted,17,8f13f5b6d672f1ba434f9c8ebe2c1b1dd385962e,docs/cli.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.1967973336577415
answer,flask,cross_naive,,0,dense_old_deleted,18,4c08e3a2ba3d42fbee63577bceedfe325f51b81d,docs/cli.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.992323599755764
answer,flask,cross_naive,,0,dense_old_deleted,19,6751f68560bfa7c51133d2712830645ed551ace8,docs/async-await.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.98983883112669
answer,flask,cross_naive,,0,dense_old_deleted,20,b46bfcfa63e3c7b32b66dd4870f1c8c17fe1cb46,docs/extensiondev.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.0417609959840775
answer,flask,cross_naive,,0,dense_old_deleted,21,46433e9807a1c960d6b2bb0e125cf16a90167d97,docs/patterns/streaming.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.880444750189781
answer,flask,cross_naive,,0,dense_old_deleted,22,2ea77c278282f04a8a18c3ced88ef1e048f8ed4a,docs/async-await.rst,2,0,2,1;2,AMBIGUOUS,0,0,2.9167477041482925
answer,flask,cross_naive,,0,dense_old_deleted,23,2f3c87dcb8492f082a2f3ece444773d9db30171b,docs/patterns/index.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.007015213370323
answer,flask,cross_naive,,0,dense_old_deleted,24,bab5a65e6eaee20ac1706fc9439ee538f59e652f,docs/views.rst,2,0,2,1;2,AMBIGUOUS,0,0,3.242696635425091
answer,flask,cross_naive,,0,sparse_old_deleted,0,ac5664d2281533eacafd64f5cc7d5edcdaccab60,docs/async-await.rst,2,0,2,2,NEW_ONLY,1,1,3.833385184407234
answer,flask,cross_naive,,0,sparse_old_deleted,1,c2705ffd9ce1dc8476cb29eaf5ff5d4c719852d9,docs/appcontext.rst,2,0,2,2,NEW_ONLY,1,1,2.956068143248558
answer,flask,cross_naive,,0,sparse_old_deleted,2,edebd3704437f19b5b137eaffe97130fe817d144,docs/templating.rst,2,0,2,2,NEW_ONLY,1,1,2.9503116384148598
answer,flask,cross_naive,,0,sparse_old_deleted,3,d8259eb11900285af9b80b0fa47f841174c054e3,docs/design.rst,2,0,2,2,NEW_ONLY,1,1,3.1859157606959343
answer,flask,cross_naive,,0,sparse_old_deleted,4,ff64079a516c269f171ababf3d92b86886a62ffd,docs/web-security.rst,2,0,2,2,NEW_ONLY,1,1,3.04986909031868
answer,flask,cross_naive,,0,sparse_old_deleted,5,85cc71046475f9cb3efd17d496356795961249f9,docs/index.rst,2,0,2,2,NEW_ONLY,1,1,3.137064166367054
answer,flask,cross_naive,,0,sparse_old_deleted,6,a758915893352f5986c6ee101cdf7e3b7a64fa28,docs/index.rst,2,0,2,2,NEW_ONLY,1,1,3.1904764473438263
answer,flask,cross_naive,,0,sparse_old_deleted,7,7bf3be8dfa5832ef03a3fd8f07f6736e770440e4,docs/server.rst,2,0,2,2,NEW_ONLY,1,1,3.007025457918644
answer,flask,cross_naive,,0,sparse_old_deleted,8,c7a53888a1a514619b0611fd8b7928592f4ed612,docs/web-security.rst,2,0,2,2,NEW_ONLY,1,1,3.1917039304971695
answer,flask,cross_naive,,0,sparse_old_deleted,9,be6ec06894b55b1b5a360ce3f8178c7963332ccd,docs/deploying/asgi.rst,2,0,2,2,NEW_ONLY,1,1,6.483844481408596
answer,flask,cross_naive,,0,sparse_old_deleted,10,aa6d4c3e92bd11a7d449f49f524e54bbb88b89c0,docs/patterns/appdispatch.rst,2,0,2,2,NEW_ONLY,1,1,3.644358366727829
answer,flask,cross_naive,,0,sparse_old_deleted,11,6b9acd565cded9c805760037b69754c11749c830,docs/patterns/packages.rst,2,0,2,2,NEW_ONLY,1,1,3.488346002995968
answer,flask,cross_naive,,0,sparse_old_deleted,12,83d777bebfb3031de51d458b47d06e8e612f3a3d,docs/index.rst,2,0,2,2,NEW_ONLY,1,1,3.262256272137165
answer,flask,cross_naive,,0,sparse_old_deleted,13,2e8fe7b2f2b541a60c90c625446647b22c5cacc2,docs/extensiondev.rst,2,0,2,2,NEW_ONLY,1,1,3.21302842348814
answer,flask,cross_naive,,0,sparse_old_deleted,14,0bc6be604d465406c5909b13162e7097ab0ea2f8,docs/installation.rst,2,0,2,2,NEW_ONLY,1,1,3.2453620806336403
answer,flask,cross_naive,,0,sparse_old_deleted,15,9c02f07f9bb4c88207c2a6860742c452c35d2948,docs/security.rst,2,0,2,2,NEW_ONLY,1,1,2.8463220223784447
answer,flask,cross_naive,,0,sparse_old_deleted,16,dca8cf013b2c0086539697ae6e4515a1c819092c,docs/patterns/celery.rst,2,0,2,2,NEW_ONLY,1,1,2.987062558531761
answer,flask,cross_naive,,0,sparse_old_deleted,17,8f13f5b6d672f1ba434f9c8ebe2c1b1dd385962e,docs/cli.rst,2,0,2,2,NEW_ONLY,1,1,2.706775441765785
answer,flask,cross_naive,,0,sparse_old_deleted,18,4c08e3a2ba3d42fbee63577bceedfe325f51b81d,docs/cli.rst,2,0,2,2,NEW_ONLY,1,1,2.8950264677405357
answer,flask,cross_naive,,0,sparse_old_deleted,19,6751f68560bfa7c51133d2712830645ed551ace8,docs/async-await.rst,2,0,2,2,NEW_ONLY,1,1,2.8754426166415215
answer,flask,cross_naive,,0,sparse_old_deleted,20,b46bfcfa63e3c7b32b66dd4870f1c8c17fe1cb46,docs/extensiondev.rst,2,0,2,2,NEW_ONLY,1,1,2.7499571442604065
answer,flask,cross_naive,,0,sparse_old_deleted,21,46433e9807a1c960d6b2bb0e125cf16a90167d97,docs/patterns/streaming.rst,2,0,2,2,NEW_ONLY,1,1,2.936583012342453
answer,flask,cross_naive,,0,sparse_old_deleted,22,2ea77c278282f04a8a18c3ced88ef1e048f8ed4a,docs/async-await.rst,2,0,2,2,NEW_ONLY,1,1,2.729150466620922
