protocol,repeat,doc_id,expected_version,expected_deleted,expected_epoch,dense_version,sparse_version,cache_version,stale,future,mixed,missing,answer_error,update_window,latency_ms
naive_eager,0,80,2,0,0,2,1,1,1,0,1,0,1,1,10.928010568022728
naive_eager,0,63,2,0,0,1,1,1,1,0,0,1,1,1,10.251586325466633
naive_eager,0,95,2,0,0,2,1,1,1,0,1,0,1,1,11.01696863770485
naive_eager,0,78,1,0,0,1,1,1,0,0,0,0,0,1,11.269573122262955
naive_eager,0,109,2,0,0,2,1,1,1,0,1,0,1,1,12.427148409187794
naive_eager,0,37,2,0,0,1,1,1,1,0,0,1,1,1,12.891116552054882
naive_eager,0,18,1,0,0,1,1,1,0,0,0,0,0,1,13.08523677289486
naive_eager,0,80,2,0,0,2,2,1,1,0,1,0,1,1,15.442083589732647
naive_eager,0,60,2,0,0,2,2,1,1,0,1,0,1,1,23.853080347180367
naive_eager,0,16,2,0,0,2,1,1,1,0,1,0,1,1,24.665864184498787
naive_eager,0,16,2,0,0,2,1,1,1,0,1,0,1,1,21.78778126835823
naive_eager,0,54,2,0,0,1,1,1,1,0,0,1,1,1,10.879584588110447
naive_eager,0,115,2,1,0,,,,0,0,0,0,0,1,11.061814613640308
naive_eager,0,95,2,0,0,2,1,1,1,0,1,0,1,1,11.176195926964283
naive_eager,0,62,2,0,0,2,1,1,1,0,1,0,1,1,11.122186668217182
naive_eager,0,60,2,0,0,2,2,1,1,0,1,0,1,1,10.991448536515236
naive_eager,0,109,2,0,0,2,2,1,1,0,1,0,1,1,10.689855553209782
naive_eager,0,95,2,0,0,2,1,1,1,0,1,0,1,1,10.346596129238605
naive_eager,0,109,2,0,0,2,2,1,1,0,1,0,1,1,10.945141315460205
naive_eager,0,21,1,0,0,1,1,1,0,0,0,0,0,1,11.071422137320042
naive_eager,0,60,2,0,0,2,2,1,1,0,1,0,1,1,11.360504664480686
naive_eager,0,120,1,0,0,1,1,1,0,0,0,0,0,1,14.82546515762806
naive_eager,0,54,2,0,0,2,2,1,1,0,1,0,1,1,21.189400926232338
naive_eager,0,60,2,0,0,2,2,1,1,0,1,0,1,1,30.78384231775999
naive_eager,0,122,2,0,0,2,2,1,1,0,1,0,1,1,30.001127161085606
naive_eager,0,117,1,0,0,1,1,1,0,0,0,0,0,1,10.668368078768253
naive_eager,0,122,2,0,0,2,2,1,1,0,1,0,1,1,11.135612614452839
naive_eager,0,90,2,0,0,2,2,1,1,0,1,0,1,1,10.464162565767765
naive_eager,0,62,2,0,0,2,2,1,1,0,1,0,1,1,11.230225674808025
naive_eager,0,37,2,0,0,2,2,1,1,0,1,0,1,1,11.42932754009962
naive_eager,0,38,2,1,0,,,1,1,0,0,0,1,1,11.864456348121166
naive_eager,0,54,2,0,0,2,2,1,1,0,1,0,1,1,11.153029277920723
naive_eager,0,65,1,0,0,1,1,1,0,0,0,0,0,1,11.510911397635937
naive_eager,0,92,2,0,0,2,2,1,1,0,1,0,1,1,11.30977738648653
naive_eager,0,60,2,0,0,2,2,1,1,0,1,0,1,1,10.521754622459412
naive_eager,0,43,2,0,0,2,2,1,1,0,1,0,1,1,10.920758359134197
naive_eager,0,16,2,0,0,2,2,2,0,0,0,0,0,0,7.500343024730682
naive_eager,0,62,2,0,0,2,2,2,0,0,0,0,0,0,14.2204025760293
naive_eager,0,43,2,0,0,2,2,2,0,0,0,0,0,0,10.464872233569622
naive_eager,0,122,2,0,0,2,2,2,0,0,0,0,0,0,10.494227521121502
naive_eager,0,60,2,0,0,2,2,2,0,0,0,0,0,0,10.077468119561672
naive_eager,0,31,1,0,0,1,1,1,0,0,0,0,0,1,10.725808329880238
naive_eager,0,27,1,0,0,1,1,1,0,0,0,0,0,1,11.0247191041708
naive_eager,0,43,2,0,0,2,2,2,0,0,0,0,0,1,10.533350519835949
naive_eager,0,39,2,0,0,1,1,1,1,0,0,1,1,1,17.802906222641468
naive_eager,0,2,2,0,0,1,1,1,1,0,0,1,1,1,14.629704877734184
naive_eager,0,42,1,0,0,1,1,1,0,0,0,0,0,1,20.756157115101814
naive_eager,0,50,2,0,0,1,1,1,1,0,0,1,1,1,30.08005954325199
naive_eager,0,65,2,0,0,1,1,1,1,0,0,1,1,1,10.318645276129246
naive_eager,0,17,1,0,0,1,1,1,0,0,0,0,0,1,10.252490639686584
naive_eager,0,43,2,0,0,2,2,2,0,0,0,0,0,1,10.748345404863358
naive_eager,0,36,2,0,0,2,2,2,0,0,0,0,0,1,10.04892960190773
naive_eager,0,69,1,0,0,1,1,1,0,0,0,0,0,1,10.425287298858166
naive_eager,0,91,2,1,0,1,1,1,1,0,0,0,1,1,10.175948031246662
naive_eager,0,10,2,1,0,1,1,1,1,0,0,0,1,1,9.787138551473618
naive_eager,0,78,2,0,0,1,1,1,1,0,0,1,1,1,11.084542609751225
naive_eager,0,2,2,0,0,1,1,1,1,0,0,1,1,1,10.678865946829319
naive_eager,0,55,2,0,0,2,2,2,0,0,0,0,0,1,9.976877830922604
naive_eager,0,30,2,0,0,2,2,2,0,0,0,0,0,1,23.174751549959183
naive_eager,0,21,2,0,0,2,1,1,1,0,1,0,1,1,32.39948861300945
naive_eager,0,91,2,1,0,1,1,1,1,0,0,0,1,1,32.04324282705784
naive_eager,0,61,2,0,0,1,1,1,1,0,0,1,1,1,11.118433438241482
naive_eager,0,112,2,0,0,2,1,1,1,0,1,0,1,1,11.277653276920319
naive_eager,0,31,1,0,0,1,1,1,0,0,0,0,0,1,11.277145706117153
naive_eager,0,34,2,0,0,1,1,1,1,0,0,1,1,1,11.6138169541955
naive_eager,0,2,2,0,0,1,1,1,1,0,0,1,1,1,13.270091265439987
naive_eager,0,102,1,0,0,1,1,1,0,0,0,0,0,1,13.570458628237247
naive_eager,0,99,2,0,0,2,2,2,0,0,0,0,0,1,13.17175105214119
naive_eager,0,39,2,0,0,2,1,1,1,0,1,0,1,1,12.499322183430195
naive_eager,0,10,2,1,0,1,1,1,1,0,0,0,1,1,10.349702090024948
naive_eager,0,57,1,0,0,1,1,1,0,0,0,0,0,1,10.742010548710823
naive_eager,0,26,2,0,0,2,2,2,0,0,0,0,0,1,15.305077657103539
naive_eager,0,113,2,0,0,2,1,1,1,0,1,0,1,1,24.635428562760353
naive_eager,0,55,2,0,0,2,2,2,0,0,0,0,0,1,18.711403012275696
naive_eager,0,61,2,0,0,1,1,1,1,0,0,1,1,1,28.2662445679307
naive_eager,0,65,2,0,0,1,1,1,1,0,0,1,1,1,11.244195513427258
naive_eager,0,45,1,0,0,1,1,1,0,0,0,0,0,1,11.136749759316444
naive_eager,0,93,2,1,0,,,,0,0,0,0,0,1,10.964307002723217
naive_eager,0,65,2,0,0,1,1,1,1,0,0,1,1,1,10.883268900215626
naive_eager,0,19,1,0,0,1,1,1,0,0,0,0,0,1,11.08724158257246
naive_eager,0,126,2,0,0,1,1,1,1,0,0,1,1,1,10.92068012803793
naive_eager,0,109,2,0,0,2,2,2,0,0,0,0,0,1,11.04006078094244
naive_eager,0,18,2,0,0,2,2,1,1,0,1,0,1,1,11.430701240897179
naive_eager,0,76,2,0,0,2,1,1,1,0,1,0,1,1,12.14007567614317
naive_eager,0,99,2,0,0,2,2,2,0,0,0,0,0,1,12.052512727677822
naive_eager,0,80,2,0,0,2,2,2,0,0,0,0,0,1,12.02800776809454
naive_eager,0,107,1,0,0,1,1,1,0,0,0,0,0,1,10.729539208114147
naive_eager,0,39,2,0,0,2,2,1,1,0,1,0,1,1,21.525192074477673
naive_eager,0,65,2,0,0,2,2,1,1,0,1,0,1,1,21.56638912856579
naive_eager,0,76,2,0,0,2,2,1,1,0,1,0,1,1,33.20017550140619
naive_eager,0,29,2,0,0,2,2,1,1,0,1,0,1,1,33.654239028692245
naive_eager,0,100,2,0,0,2,2,2,0,0,0,0,0,1,10.446486994624138
naive_eager,0,10,2,1,0,,,1,1,0,0,0,1,1,11.318447068333626
naive_eager,0,50,2,0,0,2,2,1,1,0,1,0,1,1,11.221276596188545
naive_eager,0,79,2,1,0,,,,0,0,0,0,0,1,11.232049204409122
naive_eager,0,50,2,0,0,2,2,1,1,0,1,0,1,1,11.018989607691765
naive_eager,0,34,2,0,0,2,2,1,1,0,1,0,1,1,10.670394636690617
naive_eager,0,34,2,0,0,2,2,1,1,0,1,0,1,1,10.888401418924332
naive_eager,0,78,2,0,0,2,2,1,1,0,1,0,1,1,10.688792914152145
naive_eager,0,76,2,0,0,2,2,1,1,0,1,0,1,1,10.94735786318779
naive_eager,0,2,2,0,0,2,2,1,1,0,1,0,1,1,10.935142636299133
naive_eager,0,56,2,0,0,2,2,2,0,0,0,0,0,1,11.1128780990839
naive_eager,0,61,2,0,0,2,2,1,1,0,1,0,1,1,11.299429461359978
naive_eager,0,61,2,0,0,2,2,1,1,0,1,0,1,1,11.330082081258297
naive_eager,0,61,2,0,0,2,2,2,0,0,0,0,0,0,8.196050301194191
naive_eager,0,126,2,0,0,2,2,2,0,0,0,0,0,0,7.369932718575001
naive_eager,0,10,2,1,0,,,,0,0,0,0,0,0,16.97312854230404
naive_eager,0,80,2,0,0,2,2,2,0,0,0,0,0,0,10.545795783400536
naive_eager,0,78,2,0,0,2,2,2,0,0,0,0,0,1,10.732472874224186
naive_eager,0,76,2,0,0,2,2,2,0,0,0,0,0,1,11.269413866102695
