corpus,method,mask_type,name,repeat,anchor,selectivity_target,concentration,count,selectivity,mask_sha256,mean_recall_at_10,recall_loss,queries_below_full_recall,kprime,mean_pairwise_cosine,gt_mode,exact_top_l,coverage_failure_fraction
B,hnsw,shuffle,time_of_day==morning,51.0,,,,36999,0.2572411875130362,6cfc3c0ffa211f68fb3e53700caf488f64391545cc1a224ddb1ceb00b33b84a6,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,52.0,,,,36999,0.2572411875130362,2e137f09bef089cd3a1e417f5188324042f245d71bf498bf9e939ac1b5b857ad,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,53.0,,,,36999,0.2572411875130362,2d4ad6b132af5223e42ef4c6d26ba194cc52e3eb5bb792abadf0654ee8aebaef,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,54.0,,,,36999,0.2572411875130362,8ec72b939575456d64ad011fb59c7ecf26f1569625d7286bf4e1db736761eb38,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,55.0,,,,36999,0.2572411875130362,3935971f2778bb92d03d4f82adf8f9956f1fd2efa23e62592856697b6613d349,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,56.0,,,,36999,0.2572411875130362,fec1650e5d4f8f75e8c2660d77c7ebc01b050b45150b3b0c21e59d5764eb9903,0.9980000257492065,0.001999974250793457,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,57.0,,,,36999,0.2572411875130362,52cbf61c0af2635fdca8e640b09608cb06ebe77ce7bf92e0bfd795f3bdf18b8b,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,58.0,,,,36999,0.2572411875130362,302fcf43d9072ef25119fcbb2d0fdfaef4c9ef6226cc0eda639e4df3a3cb7b82,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,59.0,,,,36999,0.2572411875130362,b444db009613dbff1a2ea7765be55523f5cb17e2918416fe3b024519c4cc48ab,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,60.0,,,,36999,0.2572411875130362,29d412e848383c63f446a0fcb99f861c8b1b58d552021ffe9fb0cd41cc6e9681,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,61.0,,,,36999,0.2572411875130362,c778affe682b93ec5add17eaf28252e9ef3396c5cdb71b5a9860bd40ab69fa48,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,62.0,,,,36999,0.2572411875130362,ff2150c94726c3944168738b272bf8b399725ce4ad78865a7512c9a03645a234,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,63.0,,,,36999,0.2572411875130362,3b62daea48245f86f6d110acedd330dfd9b99176d5f71c035231e4e382ef3380,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,64.0,,,,36999,0.2572411875130362,07832f3e70afd08a86954e7ad53ed04f37ca92042ace8dbd5a5219ce3624d34f,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,65.0,,,,36999,0.2572411875130362,8e88d4af22910aa98b414cc6aa8fad16ecee6e10f5501544df739612d6515448,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,66.0,,,,36999,0.2572411875130362,dcd88136a773113e7dddcc6c26d25c20f8a9260789a2adada77619327b923467,0.9984999895095825,0.0015000104904174805,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,67.0,,,,36999,0.2572411875130362,a5ef7e366fa3a68b484eb49b9f2d913a8fb4a9e28959e2f83da2fa450f3a2f57,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,68.0,,,,36999,0.2572411875130362,a231e54158b54f491015c463c715559271afa57a7ece46e714ca3b0ad43016e8,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,69.0,,,,36999,0.2572411875130362,40d18e3acfa26f06e7c46c9c68f7af6a01198456ef06906c82821355bd948815,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,70.0,,,,36999,0.2572411875130362,c9c579673f66d35d279a6cee1859cbc0b13a0296eac940339f89693e68dac24f,0.9990000128746033,0.0009999871253967285,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,71.0,,,,36999,0.2572411875130362,abf2c98ff12e8294738f891779b9de8ad55cfdfb69a8f8a613dc121a8d7d51e6,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,72.0,,,,36999,0.2572411875130362,849cd87cc90733c821278d6954d721c8b42a20b8a6725a1f926c432011278fae,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,73.0,,,,36999,0.2572411875130362,29227b2d7d11a96f8338277de2963a0fe92d387ee68879472bf01bf0dad38e2b,0.9975000023841858,0.002499997615814209,5,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,74.0,,,,36999,0.2572411875130362,487619517c280970f5883b24650ffc327704411d9aedd6df3457674719ec4762,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,75.0,,,,36999,0.2572411875130362,2691c0f6589df33a7aa0e6c7fd860378a4c6ea5efc929887b6d8e5ccb4fa64ad,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,76.0,,,,36999,0.2572411875130362,af87a7cafc55c3f97de2dff968597ce81d3af560001b61c3ddab5222eeda3fe8,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,77.0,,,,36999,0.2572411875130362,89611b65e268ae498736f93c9441645e7249e0cf2e35134b0a08c843a799db79,0.9984999895095825,0.0015000104904174805,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,78.0,,,,36999,0.2572411875130362,694134d101281361929841097d161d01944f22905e6febe8b7b95cce02b88b46,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,79.0,,,,36999,0.2572411875130362,2f7368b4a76b85c1415d39427df4191ef3f0e3c62a454d25f23227a9fd3993ee,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,80.0,,,,36999,0.2572411875130362,263c904ba5a077c3404f8087dd09942df0a40affff4ef98acbebe862c638a676,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,81.0,,,,36999,0.2572411875130362,d30ce8839c991fd53edd61c43c9c8eae7726b2e13dcc1e3138b9195669f44b22,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,82.0,,,,36999,0.2572411875130362,69bbbcb8adf40b1a775c817b70fdfe6122260d5277628379234b0f107614fa27,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,83.0,,,,36999,0.2572411875130362,61b57b2e07b3e1895743657166ea4cc43a301ddd443823c12abc1a09f36a3c9a,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,84.0,,,,36999,0.2572411875130362,bead435835117350e6d138168eae22df3ddcb90c6fa63a8bad142895254d1448,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,85.0,,,,36999,0.2572411875130362,ae0efb089756b9066d7305a42fae0fa4ad960e0bcfa8caafb7ded362367da6f9,0.9990000128746033,0.0009999871253967285,2,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,86.0,,,,36999,0.2572411875130362,914ccd905ac89f3f4138e4ae41ba1295d5031d3316781dc446ccb948c87da5ef,0.9994999766349792,0.000500023365020752,1,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,87.0,,,,36999,0.2572411875130362,03065afdcc182fa4167de065f7c25ede141a5bfb07aa531bd9fbd3dfe9b0c076,1.0,0.0,0,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,88.0,,,,36999,0.2572411875130362,953b8ea0b54e9af49877384b154522976775131d61b258e06596cd3bb9808de7,0.9985000491142273,0.001499950885772705,3,156,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==morning,89.0,,,,36999,0.2572411875130362,89ab494d232757ef6608f52dd449e57fb4d798b87444dcbba89ae261d29c406a,0.9975000023841858,0.002499997615814209,4,156,,global_top_l_filter,5000,0.0
